Fpath,Labels,aux,
20190726_DATA/ZA-c_011/00000034.DCM,chest,,comb
20190726_DATA/ZA-c_011/00000035.DCM,chest,,comb
20190726_DATA/ZA-c_011/00000036.DCM,chest,,comb
20190726_DATA/ZA-c_011/00000037.DCM,chest,,comb
20190726_DATA/ZA-c_011/00000038.DCM,chest,,comb
20190726_DATA/ZA-c_011/00000039.DCM,chest,,comb
20190726_DATA/ZA-c_011/00000040.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000041.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000042.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000043.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000044.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000045.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000046.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000047.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000048.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000049.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000050.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000051.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000052.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000053.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000054.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000055.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000056.DCM,chest;abd,,comb
20190726_DATA/ZA-c_011/00000057.DCM,abd,,comb
20190726_DATA/ZA-c_011/00000058.DCM,abd,,comb
20190726_DATA/ZA-c_011/00000059.DCM,abd,,comb
20190726_DATA/ZA-c_011/00000060.DCM,abd,,comb
20190726_DATA/ZA-c_011/00000061.DCM,abd,,comb
20190726_DATA/ZA-c_011/00000062.DCM,abd,,comb
20190726_DATA/ZA-c_011/00000063.DCM,abd,,comb
20190726_DATA/ZA-c_011/00000064.DCM,abd,,comb
20190726_DATA/ZA-c_011/00000065.DCM,abd,,comb
20190726_DATA/ZA-c_011/00000066.DCM,abd,,comb
20190726_DATA/ZA-c_012/00000001.DCM,head;neck,,comb
20190726_DATA/ZA-c_012/00000002.DCM,head;neck,,comb
20190726_DATA/ZA-c_012/00000003.DCM,head;neck,,comb
20190726_DATA/ZA-c_012/00000004.DCM,head;neck,,comb
20190726_DATA/ZA-c_012/00000005.DCM,head;neck,,comb
20190726_DATA/ZA-c_012/00000006.DCM,head;neck,,comb
20190726_DATA/ZA-c_012/00000007.DCM,head;neck,,comb
20190726_DATA/ZA-c_012/00000008.DCM,neck,,comb
20190726_DATA/ZA-c_012/00000009.DCM,neck,,comb
20190726_DATA/ZA-c_012/00000010.DCM,neck;chest,,comb
20190726_DATA/ZA-c_012/00000011.DCM,neck;chest,,comb
20190726_DATA/ZA-c_012/00000012.DCM,neck;chest,,comb
20190726_DATA/ZA-c_012/00000013.DCM,neck;chest,,comb
20190726_DATA/ZA-c_012/00000014.DCM,neck;chest,,comb
20190726_DATA/ZA-c_012/00000015.DCM,neck;chest,,comb
20190726_DATA/ZA-c_012/00000016.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000017.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000018.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000019.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000020.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000021.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000022.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000023.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000024.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000025.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000026.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000027.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000028.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000029.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000030.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000031.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000032.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000033.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000034.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000035.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000036.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000037.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000038.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000039.DCM,chest,,comb
20190726_DATA/ZA-c_012/00000040.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000041.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000042.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000043.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000044.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000045.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000046.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000047.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000048.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000049.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000050.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000051.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000052.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000053.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000054.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000055.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000056.DCM,chest;abd,,comb
20190726_DATA/ZA-c_012/00000057.DCM,abd,,comb
20190726_DATA/ZA-c_012/00000058.DCM,abd,,comb
20190726_DATA/ZA-c_012/00000059.DCM,abd,,comb
20190726_DATA/ZA-c_012/00000060.DCM,abd,,comb
20190726_DATA/ZA-c_012/00000061.DCM,abd,,comb
20190726_DATA/ZA-c_012/00000062.DCM,abd,,comb
20190726_DATA/ZA-c_012/00000063.DCM,abd,,comb
20190726_DATA/ZA-c_012/00000064.DCM,abd,,comb
20190726_DATA/ZA-c_012/00000065.DCM,abd,,comb
20190726_DATA/ZA-c_012/00000066.DCM,abd,,comb
20190726_DATA/ZA-c_013/00000001.DCM,head;neck,,
20190726_DATA/ZA-c_013/00000002.DCM,neck,,
20190726_DATA/ZA-c_013/00000003.DCM,neck,,
20190726_DATA/ZA-c_013/00000004.DCM,neck,,
20190726_DATA/ZA-c_013/00000005.DCM,neck,,
20190726_DATA/ZA-c_013/00000006.DCM,neck,,
20190726_DATA/ZA-c_013/00000007.DCM,neck,,
20190726_DATA/ZA-c_013/00000008.DCM,neck;chest,,
20190726_DATA/ZA-c_013/00000009.DCM,neck;chest,,
20190726_DATA/ZA-c_013/00000010.DCM,neck;chest,,
20190726_DATA/ZA-c_013/00000011.DCM,neck;chest,,
20190726_DATA/ZA-c_013/00000012.DCM,neck;chest,,
20190726_DATA/ZA-c_013/00000013.DCM,neck;chest,,
20190726_DATA/ZA-c_013/00000014.DCM,chest,,
20190726_DATA/ZA-c_013/00000015.DCM,chest,,
20190726_DATA/ZA-c_013/00000016.DCM,chest,,
20190726_DATA/ZA-c_013/00000017.DCM,chest,,
20190726_DATA/ZA-c_013/00000018.DCM,chest,,
20190726_DATA/ZA-c_013/00000019.DCM,chest,,
20190726_DATA/ZA-c_013/00000020.DCM,chest,,
20190726_DATA/ZA-c_013/00000021.DCM,chest,,
20190726_DATA/ZA-c_013/00000022.DCM,chest,,
20190726_DATA/ZA-c_013/00000023.DCM,chest,,
20190726_DATA/ZA-c_013/00000024.DCM,chest,,
20190726_DATA/ZA-c_013/00000025.DCM,chest,,
20190726_DATA/ZA-c_013/00000026.DCM,chest,,
20190726_DATA/ZA-c_013/00000027.DCM,chest,,
20190726_DATA/ZA-c_013/00000028.DCM,chest,,
20190726_DATA/ZA-c_013/00000029.DCM,chest,,
20190726_DATA/ZA-c_013/00000030.DCM,chest,,
20190726_DATA/ZA-c_013/00000031.DCM,chest,,
20190726_DATA/ZA-c_013/00000032.DCM,chest,,
20190726_DATA/ZA-c_013/00000033.DCM,chest,,
20190726_DATA/ZA-c_013/00000034.DCM,chest,,
20190726_DATA/ZA-c_013/00000035.DCM,chest,,
20190726_DATA/ZA-c_013/00000036.DCM,chest,,
20190726_DATA/ZA-c_013/00000037.DCM,chest,,
20190726_DATA/ZA-c_013/00000038.DCM,chest,,
20190726_DATA/ZA-c_013/00000039.DCM,chest,,
20190726_DATA/ZA-c_013/00000040.DCM,chest,,
20190726_DATA/ZA-c_013/00000041.DCM,chest,,
20190726_DATA/ZA-c_013/00000042.DCM,chest,,
20190726_DATA/ZA-c_013/00000043.DCM,chest,,
20190726_DATA/ZA-c_013/00000044.DCM,chest,,
20190726_DATA/ZA-c_013/00000045.DCM,chest,,
20190726_DATA/ZA-c_013/00000046.DCM,chest,,
20190726_DATA/ZA-c_013/00000047.DCM,chest,,
20190726_DATA/ZA-c_013/00000048.DCM,chest;abd,,
20190726_DATA/ZA-c_013/00000049.DCM,chest;abd,,
20190726_DATA/ZA-c_013/00000050.DCM,chest;abd,,
20190726_DATA/ZA-c_013/00000051.DCM,chest;abd,,
20190726_DATA/ZA-c_013/00000052.DCM,chest;abd,,
20190726_DATA/ZA-c_013/00000053.DCM,chest;abd,,
20190726_DATA/ZA-c_013/00000054.DCM,chest;abd,,
20190726_DATA/ZA-c_013/00000055.DCM,chest;abd,,
20190726_DATA/ZA-c_013/00000056.DCM,chest;abd,,
20190726_DATA/ZA-c_013/00000057.DCM,chest;abd,,
20190726_DATA/ZA-c_013/00000058.DCM,chest;abd,,
20190726_DATA/ZA-c_013/00000059.DCM,abd,,
20190726_DATA/ZA-c_013/00000060.DCM,abd,,
20190726_DATA/ZA-c_013/00000061.DCM,abd,,
20190726_DATA/ZA-c_013/00000062.DCM,abd,,
20190726_DATA/ZA-c_013/00000063.DCM,abd,,
20190726_DATA/ZA-c_013/00000064.DCM,abd,,
20190726_DATA/ZA-c_013/00000065.DCM,abd,,
20190726_DATA/ZA-c_013/00000066.DCM,abd,,
20190726_DATA/ZA-c_013/00000067.DCM,abd,,
20190726_DATA/ZA-c_013/00000068.DCM,abd,,
20190726_DATA/ZA-c_013/00000069.DCM,abd,,
20190726_DATA/ZA-c_013/00000070.DCM,abd,,
20190726_DATA/ZA-c_013/00000071.DCM,abd,,
20190726_DATA/ZA-c_013/00000072.DCM,abd,,
20190726_DATA/ZA-c_013/00000073.DCM,abd,,
20190726_DATA/ZA-c_013/00000074.DCM,abd,,
20190726_DATA/ZA-c_013/00000075.DCM,abd,,
20190726_DATA/ZA-c_013/00000076.DCM,abd,,
20190726_DATA/ZA-c_013/00000077.DCM,abd,,
20190726_DATA/ZA-c_013/00000078.DCM,abd,,
20190726_DATA/ZA-c_014/00000001.DCM,head;neck,,
20190726_DATA/ZA-c_014/00000002.DCM,head;neck,,
20190726_DATA/ZA-c_014/00000003.DCM,head;neck,,
20190726_DATA/ZA-c_014/00000004.DCM,head;neck,,
20190726_DATA/ZA-c_014/00000005.DCM,neck,,
20190726_DATA/ZA-c_014/00000006.DCM,neck,,
20190726_DATA/ZA-c_014/00000007.DCM,neck,,
20190726_DATA/ZA-c_014/00000008.DCM,neck;chest,,
20190726_DATA/ZA-c_014/00000009.DCM,neck;chest,,
20190726_DATA/ZA-c_014/00000010.DCM,neck;chest,,
20190726_DATA/ZA-c_014/00000011.DCM,neck;chest,,
20190726_DATA/ZA-c_014/00000012.DCM,chest,,
20190726_DATA/ZA-c_014/00000013.DCM,chest,,
20190726_DATA/ZA-c_014/00000014.DCM,chest,,
20190726_DATA/ZA-c_014/00000015.DCM,chest,,
20190726_DATA/ZA-c_014/00000016.DCM,chest,,
20190726_DATA/ZA-c_014/00000017.DCM,chest,,
20190726_DATA/ZA-c_014/00000018.DCM,chest,,
20190726_DATA/ZA-c_014/00000019.DCM,chest,,
20190726_DATA/ZA-c_014/00000020.DCM,chest,,
20190726_DATA/ZA-c_014/00000021.DCM,chest,,
20190726_DATA/ZA-c_014/00000022.DCM,chest,,
20190726_DATA/ZA-c_014/00000023.DCM,chest,,
20190726_DATA/ZA-c_014/00000024.DCM,chest,,
20190726_DATA/ZA-c_014/00000025.DCM,chest,,
20190726_DATA/ZA-c_014/00000026.DCM,chest,,
20190726_DATA/ZA-c_014/00000027.DCM,chest,,
20190726_DATA/ZA-c_014/00000028.DCM,chest,,
20190726_DATA/ZA-c_014/00000029.DCM,chest,,
20190726_DATA/ZA-c_014/00000030.DCM,chest,,
20190726_DATA/ZA-c_014/00000031.DCM,chest,,
20190726_DATA/ZA-c_014/00000032.DCM,chest,,
20190726_DATA/ZA-c_014/00000033.DCM,chest,,
20190726_DATA/ZA-c_014/00000034.DCM,chest,,
20190726_DATA/ZA-c_014/00000035.DCM,chest,,
20190726_DATA/ZA-c_014/00000036.DCM,chest,,
20190726_DATA/ZA-c_014/00000037.DCM,chest,,
20190726_DATA/ZA-c_014/00000038.DCM,chest,,
20190726_DATA/ZA-c_014/00000039.DCM,chest,,
20190726_DATA/ZA-c_014/00000040.DCM,chest,,
20190726_DATA/ZA-c_014/00000041.DCM,chest,,
20190726_DATA/ZA-c_014/00000042.DCM,chest,,
20190726_DATA/ZA-c_014/00000043.DCM,chest,,
20190726_DATA/ZA-c_014/00000044.DCM,unkw,,
20190726_DATA/ZA-c_014/00000045.DCM,unkw,,
20190726_DATA/ZA-c_014/00000046.DCM,chest;abd,,
20190726_DATA/ZA-c_014/00000047.DCM,chest;abd,,
20190726_DATA/ZA-c_014/00000048.DCM,chest;abd,,
20190726_DATA/ZA-c_014/00000049.DCM,chest;abd,,
20190726_DATA/ZA-c_014/00000050.DCM,chest;abd,,
20190726_DATA/ZA-c_014/00000051.DCM,chest;abd,,
20190726_DATA/ZA-c_014/00000052.DCM,chest;abd,,
20190726_DATA/ZA-c_014/00000053.DCM,chest;abd,,
20190726_DATA/ZA-c_014/00000054.DCM,chest;abd,,
20190726_DATA/ZA-c_014/00000055.DCM,chest;abd,,
20190726_DATA/ZA-c_014/00000056.DCM,abd,,
20190726_DATA/ZA-c_014/00000057.DCM,abd,,
20190726_DATA/ZA-c_014/00000058.DCM,abd,,
20190726_DATA/ZA-c_014/00000059.DCM,abd,,
20190726_DATA/ZA-c_014/00000060.DCM,abd,,
20190726_DATA/ZA-c_014/00000061.DCM,abd,,
20190726_DATA/ZA-c_014/00000062.DCM,abd,,
20190726_DATA/ZA-c_014/00000063.DCM,abd,,
20190726_DATA/ZA-c_014/00000064.DCM,abd,,
20190726_DATA/ZA-c_014/00000065.DCM,abd,,
20190726_DATA/ZA-c_014/00000066.DCM,abd,,
20190726_DATA/ZA-c_014/00000067.DCM,abd,,
20190726_DATA/ZA-c_014/00000068.DCM,abd,,
20190726_DATA/ZA-c_014/00000069.DCM,abd,,
20190726_DATA/ZA-c_015/00000001.DCM,neck,,comb
20190726_DATA/ZA-c_015/00000002.DCM,neck,,comb
20190726_DATA/ZA-c_015/00000003.DCM,neck,,comb
20190726_DATA/ZA-c_015/00000004.DCM,neck,,comb
20190726_DATA/ZA-c_015/00000005.DCM,neck,,comb
20190726_DATA/ZA-c_015/00000006.DCM,neck,,comb
20190726_DATA/ZA-c_015/00000007.DCM,neck,,comb
20190726_DATA/ZA-c_015/00000008.DCM,neck;chest,,comb
20190726_DATA/ZA-c_015/00000009.DCM,neck;chest,,comb
20190726_DATA/ZA-c_015/00000010.DCM,neck;chest,,comb
20190726_DATA/ZA-c_015/00000011.DCM,neck;chest,,comb
20190726_DATA/ZA-c_015/00000012.DCM,neck;chest,,comb
20190726_DATA/ZA-c_015/00000013.DCM,neck;chest,,comb
20190726_DATA/ZA-c_015/00000014.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000015.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000016.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000017.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000018.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000019.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000020.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000021.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000022.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000023.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000024.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000025.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000026.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000027.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000028.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000029.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000030.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000031.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000032.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000033.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000034.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000035.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000036.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000037.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000038.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000039.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000040.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000041.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000042.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000043.DCM,chest,,comb
20190726_DATA/ZA-c_015/00000044.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000045.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000046.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000047.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000048.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000049.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000050.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000051.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000052.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000053.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000054.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000055.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000056.DCM,chest;abd,,comb
20190726_DATA/ZA-c_015/00000057.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000058.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000059.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000060.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000061.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000062.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000063.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000064.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000065.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000066.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000067.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000068.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000069.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000070.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000071.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000072.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000073.DCM,abd,,comb
20190726_DATA/ZA-c_015/00000074.DCM,pelv,,comb
20190726_DATA/ZA-c_015/00000075.DCM,pelv,,comb
20190726_DATA/ZA-c_015/00000076.DCM,pelv,,comb
20190726_DATA/ZA-c_015/00000077.DCM,pelv,,comb
20190726_DATA/ZA-c_016/00000001.DCM,neck,,comb
20190726_DATA/ZA-c_016/00000002.DCM,neck,,comb
20190726_DATA/ZA-c_016/00000003.DCM,neck,,comb
20190726_DATA/ZA-c_016/00000004.DCM,neck,,comb
20190726_DATA/ZA-c_016/00000005.DCM,neck,,comb
20190726_DATA/ZA-c_016/00000006.DCM,neck,,comb
20190726_DATA/ZA-c_016/00000007.DCM,neck,,comb
20190726_DATA/ZA-c_016/00000008.DCM,neck;chest,,comb
20190726_DATA/ZA-c_016/00000009.DCM,neck;chest,,comb
20190726_DATA/ZA-c_016/00000010.DCM,neck;chest,,comb
20190726_DATA/ZA-c_016/00000011.DCM,neck;chest,,comb
20190726_DATA/ZA-c_016/00000012.DCM,neck;chest,,comb
20190726_DATA/ZA-c_016/00000013.DCM,neck;chest,,comb
20190726_DATA/ZA-c_016/00000014.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000015.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000016.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000017.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000018.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000019.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000020.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000021.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000022.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000023.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000024.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000025.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000026.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000027.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000028.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000029.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000030.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000031.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000032.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000033.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000034.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000035.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000036.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000037.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000038.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000039.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000040.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000041.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000042.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000043.DCM,chest,,comb
20190726_DATA/ZA-c_016/00000044.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000045.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000046.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000047.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000048.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000049.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000050.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000051.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000052.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000053.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000054.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000055.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000056.DCM,chest;abd,,comb
20190726_DATA/ZA-c_016/00000057.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000058.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000059.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000060.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000061.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000062.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000063.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000064.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000065.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000066.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000067.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000068.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000069.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000070.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000071.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000072.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000073.DCM,abd,,comb
20190726_DATA/ZA-c_016/00000074.DCM,pelv,,comb
20190726_DATA/ZA-c_016/00000075.DCM,pelv,,comb
20190726_DATA/ZA-c_016/00000076.DCM,pelv,,comb
20190726_DATA/ZA-c_016/00000077.DCM,pelv,,comb
20190726_DATA/ZA-c-a_000/00000001.DCM,head;neck,,
20190726_DATA/ZA-c-a_000/00000002.DCM,neck,,
20190726_DATA/ZA-c-a_000/00000003.DCM,neck,,
20190726_DATA/ZA-c-a_000/00000004.DCM,neck,,
20190726_DATA/ZA-c-a_000/00000005.DCM,neck,,
20190726_DATA/ZA-c-a_000/00000006.DCM,neck,,
20190726_DATA/ZA-c-a_000/00000007.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000008.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000009.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000010.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000011.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000012.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000013.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000014.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000015.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000016.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000017.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000018.DCM,neck;chest,,
20190726_DATA/ZA-c-a_000/00000019.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000020.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000021.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000022.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000023.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000024.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000025.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000026.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000027.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000028.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000029.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000030.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000031.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000032.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000033.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000034.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000035.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000036.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000037.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000038.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000039.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000040.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000041.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000042.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000043.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000044.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000045.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000046.DCM,chest,,
20190726_DATA/ZA-c-a_000/00000047.DCM,chest;abd,,
